model,params [K],sipeed_latency [ms],kmodel_memory [KB],cpu_latency [ms],accuracy,token_sequence,length,model_info
model_0605,751.666,,0.0,195.65,,"[19, 3, 41, 31, 23, 43, 26, 8, 17, 18, 6, 26, 47, 18, 14, 44, 30, 26, 39, 39, 27, 11, 15, 34, 16, 27, 7, 26, 38, 49]",30,"{""0"": [""Conv2D"", 256, [3, 3], [1, 1], ""same""], ""1"": [""Conv2D"", 16, [3, 3], [1, 1], ""same""], ""2"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""3"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""4"": [""Conv2D"", 512, [3, 3], [1, 1], ""same""], ""5"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""6"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""7"": [""Conv2D"", 32, [3, 3], [2, 2], ""same""], ""8"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""9"": [""Conv2D"", 256, [1, 1], [2, 2], ""same""], ""10"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""11"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""12"": [""ZeroPadding2D"", [[1, 1], [1, 1]]], ""13"": [""Conv2D"", 256, [1, 1], [2, 2], ""same""], ""14"": [""Conv2D"", 128, [1, 1], [2, 2], ""same""], ""15"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""16"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""17"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""18"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""19"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""20"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""21"": [""Conv2D"", 64, [3, 3], [1, 1], ""same""], ""22"": [""Conv2D"", 128, [3, 3], [1, 1], ""same""], ""23"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""24"": [""Conv2D"", 128, [3, 3], [2, 2], ""same""], ""25"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""26"": [""Conv2D"", 32, [3, 3], [1, 1], ""same""], ""27"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""28"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""29"": [""end"", 0.001, 2, ""softmax""]}"
model_0606,497.728,29.54,131.07,113.12,0.5,"[33, 26, 42, 4, 13, 20, 2, 1, 24, 42, 5, 35, 42, 19, 6, 45, 8, 49]",18,"{""0"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""1"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""2"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""3"": [""Conv2D"", 16, [3, 3], [2, 2], ""same""], ""4"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""5"": [""Conv2D"", 256, [3, 3], [2, 2], ""same""], ""6"": [""Conv2D"", 16, [1, 1], [2, 2], ""same""], ""7"": [""Conv2D"", 16, [1, 1], [1, 1], ""same""], ""8"": [""Conv2D"", 512, [3, 3], [2, 2], ""same""], ""9"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""10"": [""Conv2D"", 32, [1, 1], [1, 1], ""same""], ""11"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""12"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""13"": [""Conv2D"", 256, [3, 3], [1, 1], ""same""], ""14"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""15"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""16"": [""Conv2D"", 32, [3, 3], [2, 2], ""same""], ""17"": [""end"", 0.001, 2, ""softmax""]}"
model_0607,3212.204,,0.0,610.36,,"[36, 22, 23, 39, 34, 22, 17, 30, 38, 7, 5, 9, 20, 17, 21, 45, 45, 49]",18,"{""0"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""1"": [""Conv2D"", 512, [1, 1], [2, 2], ""same""], ""2"": [""Conv2D"", 512, [3, 3], [1, 1], ""same""], ""3"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""4"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""5"": [""Conv2D"", 512, [1, 1], [2, 2], ""same""], ""6"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""7"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""8"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""9"": [""Conv2D"", 32, [3, 3], [1, 1], ""same""], ""10"": [""Conv2D"", 32, [1, 1], [1, 1], ""same""], ""11"": [""Conv2D"", 64, [1, 1], [1, 1], ""same""], ""12"": [""Conv2D"", 256, [3, 3], [2, 2], ""same""], ""13"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""14"": [""Conv2D"", 512, [1, 1], [1, 1], ""same""], ""15"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""16"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""17"": [""end"", 0.001, 2, ""softmax""]}"
model_0608,1212.038,,0.0,167.94,,"[39, 27, 22, 20, 40, 2, 13, 25, 6, 25, 45, 18, 49]",13,"{""0"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""1"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""2"": [""Conv2D"", 512, [1, 1], [2, 2], ""same""], ""3"": [""Conv2D"", 256, [3, 3], [2, 2], ""same""], ""4"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""5"": [""Conv2D"", 16, [1, 1], [2, 2], ""same""], ""6"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""7"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""8"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""9"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""10"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""11"": [""Conv2D"", 256, [1, 1], [2, 2], ""same""], ""12"": [""end"", 0.001, 2, ""softmax""]}"
model_0609,185.442,,0.0,154.17,,"[5, 48, 10, 30, 3, 19, 27, 7, 9, 17, 4, 49]",12,"{""0"": [""Conv2D"", 32, [1, 1], [1, 1], ""same""], ""1"": [""ZeroPadding2D"", [[0, 0], [0, 0]]], ""2"": [""Conv2D"", 64, [1, 1], [2, 2], ""same""], ""3"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""4"": [""Conv2D"", 16, [3, 3], [1, 1], ""same""], ""5"": [""Conv2D"", 256, [3, 3], [1, 1], ""same""], ""6"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""7"": [""Conv2D"", 32, [3, 3], [1, 1], ""same""], ""8"": [""Conv2D"", 64, [1, 1], [1, 1], ""same""], ""9"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""10"": [""Conv2D"", 16, [3, 3], [2, 2], ""same""], ""11"": [""end"", 0.001, 2, ""softmax""]}"
model_0610,652.012,76.72,246.27,127.08,0.5,"[33, 6, 16, 46, 34, 13, 21, 14, 42, 1, 3, 11, 12, 12, 33, 21, 12, 12, 5, 49]",20,"{""0"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""1"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""2"": [""Conv2D"", 128, [3, 3], [2, 2], ""same""], ""3"": [""ZeroPadding2D"", [[1, 0], [1, 0]]], ""4"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""5"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""6"": [""Conv2D"", 512, [1, 1], [1, 1], ""same""], ""7"": [""Conv2D"", 128, [1, 1], [2, 2], ""same""], ""8"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""9"": [""Conv2D"", 16, [1, 1], [1, 1], ""same""], ""10"": [""Conv2D"", 16, [3, 3], [1, 1], ""same""], ""11"": [""Conv2D"", 64, [3, 3], [1, 1], ""same""], ""12"": [""Conv2D"", 64, [3, 3], [2, 2], ""same""], ""13"": [""Conv2D"", 64, [3, 3], [2, 2], ""same""], ""14"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""15"": [""Conv2D"", 512, [1, 1], [1, 1], ""same""], ""16"": [""Conv2D"", 64, [3, 3], [2, 2], ""same""], ""17"": [""Conv2D"", 64, [3, 3], [2, 2], ""same""], ""18"": [""Conv2D"", 32, [1, 1], [1, 1], ""same""], ""19"": [""end"", 0.001, 2, ""softmax""]}"
model_0611,4018.21,,0.0,364.28,,"[21, 20, 6, 19, 16, 30, 21, 41, 37, 37, 24, 49]",12,"{""0"": [""Conv2D"", 512, [1, 1], [1, 1], ""same""], ""1"": [""Conv2D"", 256, [3, 3], [2, 2], ""same""], ""2"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""3"": [""Conv2D"", 256, [3, 3], [1, 1], ""same""], ""4"": [""Conv2D"", 128, [3, 3], [2, 2], ""same""], ""5"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""6"": [""Conv2D"", 512, [1, 1], [1, 1], ""same""], ""7"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""8"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""9"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""10"": [""Conv2D"", 512, [3, 3], [2, 2], ""same""], ""11"": [""end"", 0.001, 2, ""softmax""]}"
model_0612,97.168,34.26,163.84,115.07,0.5,"[35, 33, 48, 26, 14, 36, 42, 47, 40, 26, 31, 43, 41, 11, 14, 1, 47, 32, 49]",19,"{""0"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""1"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""2"": [""ZeroPadding2D"", [[0, 0], [0, 0]]], ""3"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""4"": [""Conv2D"", 128, [1, 1], [2, 2], ""same""], ""5"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""6"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""7"": [""ZeroPadding2D"", [[1, 1], [1, 1]]], ""8"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""9"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""10"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""11"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""12"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""13"": [""Conv2D"", 64, [3, 3], [1, 1], ""same""], ""14"": [""Conv2D"", 128, [1, 1], [2, 2], ""same""], ""15"": [""Conv2D"", 16, [1, 1], [1, 1], ""same""], ""16"": [""ZeroPadding2D"", [[1, 1], [1, 1]]], ""17"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""18"": [""end"", 0.001, 2, ""softmax""]}"
model_0613,441.414,,0.0,126.3,,"[28, 44, 36, 13, 32, 32, 10, 2, 40, 40, 30, 18, 22, 18, 30, 33, 11, 49]",18,"{""0"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""1"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""2"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""3"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""4"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""5"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""6"": [""Conv2D"", 64, [1, 1], [2, 2], ""same""], ""7"": [""Conv2D"", 16, [1, 1], [2, 2], ""same""], ""8"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""9"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""10"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""11"": [""Conv2D"", 256, [1, 1], [2, 2], ""same""], ""12"": [""Conv2D"", 512, [1, 1], [2, 2], ""same""], ""13"": [""Conv2D"", 256, [1, 1], [2, 2], ""same""], ""14"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""15"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""16"": [""Conv2D"", 64, [3, 3], [1, 1], ""same""], ""17"": [""end"", 0.001, 2, ""softmax""]}"
model_0614,39.63800000000001,,0.0,147.6,,"[29, 26, 3, 47, 30, 34, 34, 17, 2, 1, 8, 28, 32, 10, 34, 25, 7, 49]",18,"{""0"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""1"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""2"": [""Conv2D"", 16, [3, 3], [1, 1], ""same""], ""3"": [""ZeroPadding2D"", [[1, 1], [1, 1]]], ""4"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""5"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""6"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""7"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""8"": [""Conv2D"", 16, [1, 1], [2, 2], ""same""], ""9"": [""Conv2D"", 16, [1, 1], [1, 1], ""same""], ""10"": [""Conv2D"", 32, [3, 3], [2, 2], ""same""], ""11"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""12"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""13"": [""Conv2D"", 64, [1, 1], [2, 2], ""same""], ""14"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""15"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""16"": [""Conv2D"", 32, [3, 3], [1, 1], ""same""], ""17"": [""end"", 0.001, 2, ""softmax""]}"
model_0615,304.482,,0.0,148.28,,"[13, 48, 40, 28, 41, 27, 44, 34, 37, 9, 1, 1, 31, 17, 46, 2, 34, 9, 3, 21, 27, 34, 6, 33, 23, 13, 41, 38, 49]",29,"{""0"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""1"": [""ZeroPadding2D"", [[0, 0], [0, 0]]], ""2"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""3"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""4"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""5"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""6"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""7"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""8"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""9"": [""Conv2D"", 64, [1, 1], [1, 1], ""same""], ""10"": [""Conv2D"", 16, [1, 1], [1, 1], ""same""], ""11"": [""Conv2D"", 16, [1, 1], [1, 1], ""same""], ""12"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""13"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""14"": [""ZeroPadding2D"", [[1, 0], [1, 0]]], ""15"": [""Conv2D"", 16, [1, 1], [2, 2], ""same""], ""16"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""17"": [""Conv2D"", 64, [1, 1], [1, 1], ""same""], ""18"": [""Conv2D"", 16, [3, 3], [1, 1], ""same""], ""19"": [""Conv2D"", 512, [1, 1], [1, 1], ""same""], ""20"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""21"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""22"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""23"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""24"": [""Conv2D"", 512, [3, 3], [1, 1], ""same""], ""25"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""26"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""27"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""28"": [""end"", 0.001, 2, ""softmax""]}"
model_0616,465.052,400.04,1999.87,180.81,0.5,"[34, 14, 29, 13, 34, 46, 19, 4, 43, 3, 35, 2, 26, 17, 41, 5, 7, 18, 17, 28, 49]",21,"{""0"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""1"": [""Conv2D"", 128, [1, 1], [2, 2], ""same""], ""2"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""3"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""4"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""5"": [""ZeroPadding2D"", [[1, 0], [1, 0]]], ""6"": [""Conv2D"", 256, [3, 3], [1, 1], ""same""], ""7"": [""Conv2D"", 16, [3, 3], [2, 2], ""same""], ""8"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""9"": [""Conv2D"", 16, [3, 3], [1, 1], ""same""], ""10"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""11"": [""Conv2D"", 16, [1, 1], [2, 2], ""same""], ""12"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""13"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""14"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""15"": [""Conv2D"", 32, [1, 1], [1, 1], ""same""], ""16"": [""Conv2D"", 32, [3, 3], [1, 1], ""same""], ""17"": [""Conv2D"", 256, [1, 1], [2, 2], ""same""], ""18"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""19"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""20"": [""end"", 0.001, 2, ""softmax""]}"
model_0617,117.026,50.22,325.65,105.34,0.8917,"[1, 40, 43, 30, 4, 34, 18, 6, 14, 4, 10, 41, 16, 49]",14,"{""0"": [""Conv2D"", 16, [1, 1], [1, 1], ""same""], ""1"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""2"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""3"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""4"": [""Conv2D"", 16, [3, 3], [2, 2], ""same""], ""5"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""6"": [""Conv2D"", 256, [1, 1], [2, 2], ""same""], ""7"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""8"": [""Conv2D"", 128, [1, 1], [2, 2], ""same""], ""9"": [""Conv2D"", 16, [3, 3], [2, 2], ""same""], ""10"": [""Conv2D"", 64, [1, 1], [2, 2], ""same""], ""11"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""12"": [""Conv2D"", 128, [3, 3], [2, 2], ""same""], ""13"": [""end"", 0.001, 2, ""softmax""]}"
model_0618,533.938,,0.0,203.92,,"[16, 45, 36, 28, 15, 11, 11, 37, 37, 19, 13, 34, 42, 8, 16, 5, 1, 46, 49]",19,"{""0"": [""Conv2D"", 128, [3, 3], [2, 2], ""same""], ""1"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""2"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""3"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""4"": [""Conv2D"", 128, [3, 3], [1, 1], ""same""], ""5"": [""Conv2D"", 64, [3, 3], [1, 1], ""same""], ""6"": [""Conv2D"", 64, [3, 3], [1, 1], ""same""], ""7"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""8"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""9"": [""Conv2D"", 256, [3, 3], [1, 1], ""same""], ""10"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""11"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""12"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""13"": [""Conv2D"", 32, [3, 3], [2, 2], ""same""], ""14"": [""Conv2D"", 128, [3, 3], [2, 2], ""same""], ""15"": [""Conv2D"", 32, [1, 1], [1, 1], ""same""], ""16"": [""Conv2D"", 16, [1, 1], [1, 1], ""same""], ""17"": [""ZeroPadding2D"", [[1, 0], [1, 0]]], ""18"": [""end"", 0.001, 2, ""softmax""]}"
model_0619,463.34,,0.0,301.0,,"[26, 23, 1, 23, 5, 47, 3, 20, 16, 40, 26, 28, 45, 45, 34, 49]",16,"{""0"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""1"": [""Conv2D"", 512, [3, 3], [1, 1], ""same""], ""2"": [""Conv2D"", 16, [1, 1], [1, 1], ""same""], ""3"": [""Conv2D"", 512, [3, 3], [1, 1], ""same""], ""4"": [""Conv2D"", 32, [1, 1], [1, 1], ""same""], ""5"": [""ZeroPadding2D"", [[1, 1], [1, 1]]], ""6"": [""Conv2D"", 16, [3, 3], [1, 1], ""same""], ""7"": [""Conv2D"", 256, [3, 3], [2, 2], ""same""], ""8"": [""Conv2D"", 128, [3, 3], [2, 2], ""same""], ""9"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""10"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""11"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""12"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""13"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""14"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""15"": [""end"", 0.001, 2, ""softmax""]}"
model_0620,1347.2179999999996,,0.0,163.38,,"[9, 7, 17, 2, 11, 30, 18, 6, 46, 31, 46, 11, 2, 30, 28, 17, 31, 26, 36, 44, 4, 17, 23, 5, 49]",25,"{""0"": [""Conv2D"", 64, [1, 1], [1, 1], ""same""], ""1"": [""Conv2D"", 32, [3, 3], [1, 1], ""same""], ""2"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""3"": [""Conv2D"", 16, [1, 1], [2, 2], ""same""], ""4"": [""Conv2D"", 64, [3, 3], [1, 1], ""same""], ""5"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""6"": [""Conv2D"", 256, [1, 1], [2, 2], ""same""], ""7"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""8"": [""ZeroPadding2D"", [[1, 0], [1, 0]]], ""9"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""10"": [""ZeroPadding2D"", [[1, 0], [1, 0]]], ""11"": [""Conv2D"", 64, [3, 3], [1, 1], ""same""], ""12"": [""Conv2D"", 16, [1, 1], [2, 2], ""same""], ""13"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""14"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""15"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""16"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""17"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""18"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""19"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""20"": [""Conv2D"", 16, [3, 3], [2, 2], ""same""], ""21"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""22"": [""Conv2D"", 512, [3, 3], [1, 1], ""same""], ""23"": [""Conv2D"", 32, [1, 1], [1, 1], ""same""], ""24"": [""end"", 0.001, 2, ""softmax""]}"
model_0621,197.33,,0.0,132.92,,"[15, 43, 33, 34, 8, 41, 39, 5, 33, 6, 38, 45, 37, 1, 37, 18, 32, 29, 21, 48, 49]",21,"{""0"": [""Conv2D"", 128, [3, 3], [1, 1], ""same""], ""1"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""2"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""3"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""4"": [""Conv2D"", 32, [3, 3], [2, 2], ""same""], ""5"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""6"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""7"": [""Conv2D"", 32, [1, 1], [1, 1], ""same""], ""8"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""9"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""10"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""11"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""12"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""13"": [""Conv2D"", 16, [1, 1], [1, 1], ""same""], ""14"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""15"": [""Conv2D"", 256, [1, 1], [2, 2], ""same""], ""16"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""17"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""18"": [""Conv2D"", 512, [1, 1], [1, 1], ""same""], ""19"": [""ZeroPadding2D"", [[0, 0], [0, 0]]], ""20"": [""end"", 0.001, 2, ""softmax""]}"
model_0622,123.542,,0.0,287.05,,"[28, 34, 7, 35, 19, 39, 30, 48, 43, 3, 31, 4, 46, 28, 47, 48, 49]",17,"{""0"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""1"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""2"": [""Conv2D"", 32, [3, 3], [1, 1], ""same""], ""3"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""4"": [""Conv2D"", 256, [3, 3], [1, 1], ""same""], ""5"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""6"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""7"": [""ZeroPadding2D"", [[0, 0], [0, 0]]], ""8"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""9"": [""Conv2D"", 16, [3, 3], [1, 1], ""same""], ""10"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""11"": [""Conv2D"", 16, [3, 3], [2, 2], ""same""], ""12"": [""ZeroPadding2D"", [[1, 0], [1, 0]]], ""13"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""14"": [""ZeroPadding2D"", [[1, 1], [1, 1]]], ""15"": [""ZeroPadding2D"", [[0, 0], [0, 0]]], ""16"": [""end"", 0.001, 2, ""softmax""]}"
